car,price,body,miles,engV,engType,registration,year,model,drive,Age
Peugeot,7650,other,186,1.6,Diesel,no,2012,308,front,7
Hyundai,12000,hatch,7,1.4,Petrol,yes,2013,i30,front,6
Honda,9699,hatch,101,1.8,Petrol,yes,2007,Civic,front,12
Peugeot,9500,other,39,1.6,Petrol,yes,2009,308,front,10
Skoda,12300,sedan,109,1.9,Diesel,yes,2009,Octavia A5,front,10
Hyundai,7500,hatch,150,1.25,Petrol,yes,2011,i20,front,8
Honda,12400,sedan,152,2,Petrol,yes,2008,Accord,front,11
Renault,4999,sedan,140,1.4,Petrol,yes,2011,Logan,front,8
Toyota,3300,van,345,2.4,Diesel,yes,1992,Hiace пасс.,rear,27
Hyundai,16900,crossover,78,2,Petrol,yes,2011,IX35,full,8
Audi,25900,sedan,104,2.8,Petrol,yes,2010,A6,full,9
Hyundai,4600,hatch,140,1.1,Gas,yes,2006,Getz,front,13
Ford,15900,hatch,11,1,Petrol,yes,2015,Focus,front,4
Volkswagen,4999,sedan,145,2,Petrol,yes,2000,Bora,front,19
Skoda,11500,sedan,99,1.6,Petrol,yes,2010,Octavia A5,front,9
Ford,3200,sedan,190,2.3,Gas,yes,1997,Scorpio,rear,22
Volkswagen,20300,other,30,1.4,Petrol,yes,2013,Scirocco,front,6
Honda,14500,crossover,107,2.4,Gas,yes,2008,CR-V,full,11
Skoda,7750,vagon,109,2,Petrol,yes,2001,Octavia Tour,front,18
Mercedes-Benz,14200,crossover,210,NA,Gas,yes,2004,ML 350,full,15
Mitsubishi,8500,hatch,65,1.3,Petrol,yes,2010,Colt,front,9
Nissan,7500,sedan,160,1.6,Petrol,yes,2006,Primera,front,13
Citroen,10600,hatch,61,1.6,Petrol,yes,2011,C3,front,8
Mitsubishi,17800,crossover,111,2.4,Petrol,yes,2011,Outlander XL,full,8
Kia,5800,hatch,108,1.12,Diesel,yes,2008,Picanto,front,11
Renault,6800,sedan,87,1.4,Petrol,yes,2013,Symbol,front,6
Audi,51500,crossover,28,3,Diesel,yes,2014,Q7,full,5
Mercedes-Benz,0,crossover,0,3,Petrol,yes,2016,GLS 400,full,3
Lexus,32555,crossover,77,3.5,Petrol,yes,2011,RX 350,full,8
Mercedes-Benz,58999,crossover,0,2.2,Diesel,yes,2016,GLC-Class,full,3
Mercedes-Benz,40500,sedan,108,5.5,Petrol,yes,2010,S 500,full,9
Porsche,20999,crossover,68,4.8,Petrol,yes,2007,Cayenne,full,12
Audi,81999,crossover,0,2.98,Diesel,yes,2016,Q7,full,3
BMW,8100,sedan,246,3,Diesel,yes,2000,530,rear,19
Geely,7800,sedan,69,1.8,Petrol,yes,2012,Emgrand 7 (EC7),front,7
Toyota,11300,sedan,260,3.5,Gas,yes,2007,Camry,rear,12
Nissan,7700,crossover,188,2,Gas,yes,2002,X-Trail,full,17
Mercedes-Benz,16500,other,260,2.2,Diesel,yes,2011,Sprinter 319 груз.,rear,8
Hyundai,9200,other,190,2,Gas,yes,2007,Tucson,front,12
Audi,3150,vagon,320,2.5,Diesel,no,2002,A6,full,17
Mercedes-Benz,11700,crossover,284,4,Diesel,yes,2004,ML 400,full,15
ZAZ,1850,sedan,71,1.2,Petrol,yes,2002,1103 Славута,front,17
Infiniti,15500,crossover,180,3.5,Gas,yes,2005,FX 35,full,14
Skoda,8500,sedan,185,1.8,Gas,yes,2007,Superb,front,12
BMW,23900,crossover,60,2,Petrol,yes,2013,X1,rear,6
Hyundai,7499,crossover,100,NA,Gas,no,2011,IX35,full,8
Toyota,29900,crossover,117,3,Diesel,yes,2008,Land Cruiser Prado,full,11
Acura,15650,crossover,170,3.7,Petrol,yes,2008,MDX,full,11
Mitsubishi,6666,sedan,162,NA,Petrol,yes,2007,Lancer,front,12
Infiniti,33000,crossover,90,3.7,Petrol,yes,2011,FX 37,full,8
Lexus,11100,sedan,215,4.6,Other,no,2009,LS 460,rear,10
ZAZ,5700,sedan,8,1.5,Petrol,yes,2014,Forza,front,5
Land Rover,106000,crossover,9,5,Petrol,yes,2013,Range Rover,full,6
Seat,9000,hatch,62,1.4,Petrol,yes,2011,Ibiza,front,8
Suzuki,9700,crossover,137,2,Petrol,yes,2006,Grand Vitara,full,13
Fiat,6650,hatch,49,1.4,Petrol,yes,2007,Punto,front,12
Porsche,38500,crossover,106,3,Diesel,yes,2010,Cayenne,full,9
VAZ,800,sedan,156,NA,Petrol,yes,1985,2106,front,34
Lexus,153999,crossover,0,5.7,Petrol,yes,2016,LX 570,full,3
Land Rover,41000,crossover,80,5,Petrol,yes,2011,Range Rover Sport,full,8
Audi,29999,other,90,3,Petrol,yes,2011,A5,full,8
Opel,6999,sedan,158,2.2,Petrol,yes,2004,Vectra C,front,15
Geely,6300,hatch,17,1.5,Petrol,yes,2012,MK Cross,front,7
Opel,10900,van,186,2,Diesel,yes,2007,Vivaro пасс.,front,12
Honda,3300,sedan,329,1.4,Petrol,yes,1996,Civic,front,23
Toyota,43999,other,0,2.8,Diesel,yes,2016,Hilux,full,3
Hyundai,13499,sedan,31,1.6,Petrol,yes,2013,Elantra,front,6
Lexus,39900,crossover,69,4.6,Gas,yes,2010,GX,full,9
Toyota,42900,crossover,51,3,Diesel,yes,2013,Land Cruiser Prado,full,6
Audi,42900,crossover,140,3,Diesel,yes,2013,Q7,full,6
Mercedes-Benz,8900,other,213,5,Other,yes,1999,CL 500,rear,20
BMW,34900,crossover,110,4.4,Petrol,yes,2010,X6,full,9
Toyota,61990,crossover,68,4.5,Diesel,yes,2012,Land Cruiser 200,full,7
Infiniti,39800,crossover,50,3.7,Petrol,yes,2014,QX70,full,5
Toyota,20900,crossover,180,4.7,Gas,yes,2004,Land Cruiser 100,full,15
BMW,44000,crossover,80,3,Diesel,yes,2012,X5,full,7
Porsche,63500,crossover,56,3,Diesel,yes,2013,Cayenne,full,6
Daewoo,3700,sedan,149,1.5,Petrol,yes,2003,Lanos,front,16
BMW,60500,crossover,1,2,Diesel,yes,2016,X5,full,3
Renault,6555,vagon,180,1.5,Diesel,yes,2005,Megane,front,14
VAZ,2500,hatch,217,1.5,Petrol,yes,2002,21093,front,17
Land Rover,43900,crossover,78,5,Petrol,yes,2011,Range Rover,full,8
Volkswagen,17650,sedan,110,1.8,Petrol,yes,2012,Passat B7,front,7
Smart,5000,hatch,102,0.7,Petrol,yes,2005,Fortwo,rear,14
Audi,32000,sedan,103,2,Diesel,yes,2013,A6,front,6
Opel,5400,sedan,156,1.4,Petrol,yes,2006,Astra G,front,13
Volkswagen,10200,sedan,129,2,Petrol,yes,2006,Passat B6,front,13
Opel,1899,vagon,259,2,Diesel,no,2002,Vectra B,front,17
Hyundai,7000,sedan,115,1.5,Diesel,yes,2009,Accent,front,10
Mercedes-Benz,11500,sedan,224,2.6,Gas,yes,2003,E-Class,rear,16
BMW,8900,sedan,250,2.5,Petrol,yes,2000,525,rear,19
Chery,5800,sedan,110,1.5,Gas,yes,2013,Amulet,front,6
Renault,11100,vagon,180,1.5,Diesel,yes,2012,Megane,front,7
VAZ,4600,vagon,133,1.6,Gas,yes,2011,2111,front,8
Nissan,13600,crossover,40,1.6,Petrol,yes,2011,Qashqai,front,8
Skoda,5300,hatch,129,1.4,Gas,yes,2002,Fabia,front,17
Audi,16700,vagon,131,2,Diesel,yes,2009,A4,front,10
Volkswagen,1900,hatch,300,1.9,Diesel,no,1999,Golf IV,front,20
Renault,8499,van,120,1.5,Diesel,yes,2014,Kangoo груз.,front,5
Mitsubishi,9200,sedan,92,2,Petrol,yes,2010,Lancer X,front,9
Volkswagen,7300,hatch,117,1.4,Petrol,yes,2007,Polo,front,12
Ford,10500,van,35,1.8,Diesel,yes,2013,Transit Connect пасс.,front,6
Volkswagen,12400,other,248,2.5,Diesel,yes,2007,T5 (Transporter) пасс.,front,12
VAZ,2400,sedan,167,1.5,Gas,yes,1997,21099,front,22
Skoda,11900,sedan,210,1.8,Petrol,yes,2008,Superb,front,11
Smart,5100,other,113,0.7,Petrol,yes,2005,Fortwo,rear,14
Mitsubishi,6900,sedan,190,1.6,Gas,yes,2007,Lancer,front,12
Mercedes-Benz,35500,other,99,2.99,Diesel,yes,2011,E-Class,rear,8
Skoda,5300,vagon,200,1.2,Gas,yes,2006,Fabia,front,13
Opel,5000,vagon,260,2.5,Diesel,yes,1997,Omega,rear,22
Opel,7800,van,260,2.5,Diesel,yes,2004,Vivaro груз.,front,15
Ford,7000,van,600,2.4,Diesel,yes,2001,Transit пасс.,rear,18
Ford,20377.5,crossover,0,1.5,Petrol,yes,2016,Kuga,front,3
Chery,3700,hatch,70,1.1,Petrol,yes,2008,QQ,front,11
Peugeot,18000,other,88,1.6,Petrol,yes,2010,RCZ,front,9
Mazda,1600,hatch,220,1.5,Petrol,no,1995,323,front,24
Skoda,7300,sedan,167,1.6,Petrol,yes,2007,Octavia Tour,front,12
Mitsubishi,28800,crossover,100,3.2,Diesel,yes,2013,Pajero Wagon,full,6
Toyota,9800,sedan,123,NA,Petrol,yes,2008,Corolla,front,11
VAZ,1500,sedan,23,1.3,Petrol,yes,1985,2106,rear,34
Nissan,12250,crossover,240,3,Diesel,yes,2003,Patrol,full,16
Citroen,7700,hatch,83,1.6,Gas,yes,2008,C4,front,11
Toyota,15400,sedan,152,3.5,Gas,yes,2007,Avalon,front,12
Opel,8700,sedan,180,2.2,Gas,yes,2006,Vectra C,front,13
Hyundai,17500,vagon,3,1.6,Diesel,yes,2014,i30,front,5
Renault,11600,vagon,165,1.5,Diesel,yes,2012,Megane,front,7
Volkswagen,4000,hatch,105,2,Other,yes,2013,Golf VII,front,6
Opel,1400,sedan,430,1.6,Petrol,yes,1987,Kadett,front,32
Peugeot,6300,van,270,2,Diesel,yes,2005,Expert пасс.,front,14
Mercedes-Benz,6100,sedan,300,3.2,Diesel,no,2004,E-Class,rear,15
Kia,7150,hatch,920,1.4,Petrol,yes,2008,Ceed,front,11
VAZ,4200,hatch,57,1.4,Gas,yes,2010,1119,front,9
Volkswagen,10300,other,215,1.9,Other,yes,2007,T5 (Transporter) пасс.,front,12
Chevrolet,6850,vagon,116,1.8,Gas,yes,2006,Lacetti,front,13
Hyundai,6500,sedan,65,1.4,Petrol,yes,2008,Accent,front,11
ZAZ,7000,sedan,30,1.5,Petrol,yes,2013,Vida,front,6
Audi,11115,hatch,150,1.6,Petrol,yes,2008,A3,front,11
Volkswagen,5400,other,314,2.4,Diesel,yes,1993,T4 (Transporter) пасс.,front,26
Mazda,8500,sedan,138,1.8,Gas,yes,2005,6,front,14
Citroen,6500,van,127,1.4,Diesel,yes,2008,Nemo пасс.,front,11
Toyota,14700,vagon,98,2,Gas,yes,2008,Rav 4,full,11
Audi,4800,other,207,2,Petrol,yes,2002,A4,front,17
Volkswagen,2300,hatch,320,1.6,Gas,yes,1989,Golf II,front,30
Lexus,42900,crossover,2,2.7,Petrol,yes,2014,RX 270,front,5
Mercedes-Benz,13600,sedan,115,NA,Petrol,yes,2007,C-Class,rear,12
Mitsubishi,7500,sedan,79,1.6,Gas,yes,2008,Lancer,front,11
Audi,3200,vagon,244,2,Other,no,2006,A4,front,13
BMW,45000,sedan,29,2,Diesel,yes,2016,520,rear,3
Mercedes-Benz,4500,sedan,240,3.2,Other,no,2005,C-Class,rear,14
Honda,20000,sedan,130,2.4,Petrol,yes,2009,Accord,front,10
Audi,52000,other,124,3,Diesel,yes,2012,A8,full,7
Fiat,8300,van,149,1.6,Diesel,yes,2012,Scudo груз.,front,7
Volkswagen,8950,van,206,1.6,Diesel,yes,2012,Caddy груз.,front,7
Daewoo,3800,sedan,140,1.5,Petrol,yes,2007,Lanos,front,12
ЛUAZ,1500,crossover,31,NA,Petrol,yes,1987,969М,full,32
Skoda,5300,vagon,175,1.4,Gas,yes,2002,Fabia,front,17
Kia,8300,hatch,93,1.6,Petrol,yes,2008,Ceed,front,11
Nissan,1450,hatch,205,2,Diesel,yes,1991,Sunny,front,28
Opel,9600,van,190,NA,Diesel,yes,2007,Vivaro пасс.,front,12
Toyota,15500,crossover,130,2,Petrol,yes,2008,Rav 4,full,11
VAZ,3400,other,133,NA,Petrol,yes,2007,2115,front,12
ZAZ,1250,hatch,1,1.2,Petrol,yes,2004,1103 Славута,front,15
Skoda,23000,sedan,32,NA,Petrol,yes,2013,Superb,front,6
Mercedes-Benz,17200,sedan,180,3,Diesel,yes,2006,320,full,13
BMW,25000,crossover,130,3,Diesel,yes,2012,X5,full,7
Kia,21500,crossover,150,2.2,Diesel,yes,2011,Sorento,front,8
Mercedes-Benz,1999,sedan,400,2.2,Diesel,no,2000,200,front,19
Mercedes-Benz,27300,crossover,149,5.46,Petrol,yes,2009,ML 550,full,10
Mitsubishi,16950,crossover,135,3,Gas,yes,2008,Pajero Wagon,full,11
Renault,7299,sedan,160,2,Petrol,yes,2007,Megane,front,12
Seat,8700,sedan,68,2,Petrol,yes,2007,Cordoba,front,12
Daewoo,3500,hatch,99,0.8,Petrol,yes,2008,Matiz,front,11
VAZ,4300,other,51,1.6,Petrol,yes,2012,2110,front,7
VAZ,4850,other,35,1.6,Petrol,yes,2013,2114,front,6
Daewoo,3300,sedan,176,NA,Gas,yes,2008,Lanos,front,11
Nissan,15000,sedan,92,3.5,Petrol,yes,2008,Teana,front,11
Volkswagen,13950,hatch,104,1.2,Petrol,yes,2012,Golf Plus,front,7
Volkswagen,7400,sedan,178,1.8,Gas,yes,2001,Passat B5,front,18
Fiat,5500,van,240,2,Diesel,yes,2003,Scudo пасс.,front,16
VAZ,2200,sedan,45,1.6,Petrol,yes,1992,2109,front,27
Mercedes-Benz,13566,other,171,2.2,Other,no,2011,Vito пасс.,rear,8
Infiniti,42500,crossover,42,3.7,Petrol,yes,2013,FX 37,full,6
Mitsubishi,8500,crossover,320,3,Gas,yes,2000,Pajero Sport,full,19
VAZ,2900,sedan,160,1.6,Petrol,yes,2005,2110,front,14
Infiniti,42500,crossover,42,3.7,Petrol,yes,2013,QX70,full,6
VAZ,5200,sedan,27,1.6,Petrol,yes,2011,2110,front,8
Volkswagen,3000,vagon,275,1.9,Diesel,no,2001,Passat B5,front,18
VAZ,3800,sedan,150,1.6,Petrol,yes,2008,2110,front,11
Audi,5300,other,370,1.8,Petrol,yes,1997,A6,front,22
Audi,0,sedan,2,3,Diesel,yes,2015,A8,full,4
Mazda,8400,sedan,163,2,Gas,yes,2005,3,front,14
Volkswagen,1500,sedan,265,1.8,Petrol,yes,1988,Jetta,front,31
Chevrolet,11300,sedan,75,1.8,Other,yes,2013,Cruze,front,6
Daewoo,4900,sedan,25,1.3,Petrol,yes,2014,Sens,front,5
Seat,7100,hatch,109,2,Petrol,yes,2008,Ibiza,front,11
Subaru,13700,crossover,85,2.5,Petrol,yes,2008,Forester,full,11
Mercedes-Benz,7300,sedan,245,2.8,Gas,yes,1998,E-Class,rear,21
ZAZ,2350,sedan,85,1.2,Petrol,yes,2008,1103 Славута,front,11
Opel,5200,sedan,202,3.2,Petrol,yes,2004,Vectra C,front,15
Toyota,8900,sedan,154,1.6,Gas,yes,2008,Corolla,front,11
Porsche,19500,crossover,87,4.5,Gas,yes,2006,Cayenne,full,13
Daewoo,4000,hatch,125,1.5,Petrol,yes,2007,Lanos,front,12
Lexus,12500,vagon,127,3,Gas,yes,2002,RX 300,full,17
Opel,6800,sedan,250,3.2,Gas,yes,2004,Vectra C,front,15
Opel,5600,hatch,320,2.5,Gas,yes,1997,Vectra B,front,22
Toyota,6950,sedan,192,2,Petrol,yes,2003,Avensis,front,16
Mercedes-Benz,15200,sedan,170,2.8,Gas,yes,2007,E-Class,full,12
VAZ,3100,sedan,70,1.5,Petrol,yes,1990,2106,rear,29
Daewoo,4500,sedan,126,1.6,Petrol,yes,2005,Lanos,front,14
Renault,10800,van,187,2,Diesel,yes,2012,Trafic груз.,front,7
Peugeot,6900,van,247,1.6,Diesel,yes,2007,Expert пасс.,front,12
Mercedes-Benz,22700,sedan,140,5,Petrol,yes,2007,S 500,rear,12
BMW,45500,other,26,2,Diesel,yes,2015,520,rear,4
Skoda,12800,sedan,160,1.9,Diesel,yes,2010,Octavia A5,front,9
Volkswagen,1199,hatch,250,1.9,Diesel,no,1994,Golf III,front,25
Chery,4100,sedan,21,1.3,Petrol,yes,2009,Jaggi,front,10
Toyota,11600,hatch,24,1.6,Petrol,yes,2009,Auris,front,10
Mercedes-Benz,38500,sedan,56,2.2,Diesel,yes,2014,CLA-Class,front,5
Audi,1852.5,sedan,150,1.8,Petrol,yes,1985,80,full,34
Dacia,6600,sedan,9,1.4,Petrol,yes,2008,Logan,front,11
Land Rover,31500,crossover,100,2.2,Diesel,yes,2013,Freelander,full,6
Mazda,6999,sedan,195,2,Gas,yes,2005,6,front,14
Volkswagen,11250,other,159,1.4,Petrol,yes,2010,Golf VI,front,9
Nissan,2300,hatch,1,1.4,Other,yes,1992,Sunny,front,27
Lexus,32500,sedan,110,4.6,Petrol,yes,2010,LS 460,full,9
Mercedes-Benz,19600,van,127,1.8,Diesel,yes,2013,B 180,front,6
Renault,5100,vagon,156,1.5,Diesel,yes,2006,Kangoo пасс.,front,13
Skoda,8499,sedan,132,1.6,Petrol,yes,2005,Octavia A5,front,14
Peugeot,6199,vagon,250,1.6,Petrol,yes,2003,307,front,16
Citroen,5500,hatch,71,1.4,Petrol,yes,2004,C3,front,15
VAZ,4450,sedan,138,1.6,Gas,yes,2011,2110,front,8
Skoda,7300,sedan,263,1.8,Gas,yes,2004,Superb,front,15
Volkswagen,1550,hatch,130,1.3,Petrol,yes,1986,Golf II,front,33
Ford,1900,hatch,350,2,Petrol,yes,1986,Scorpio,rear,33
Hyundai,11300,sedan,40,1.6,Other,yes,2012,Accent,front,7
Toyota,22900,crossover,132,2.7,Gas,yes,2012,Venza,full,7
Daewoo,3300,sedan,123,1.3,Petrol,yes,2005,Sens,rear,14
Daewoo,4300,sedan,23,8,Petrol,yes,2012,Matiz,front,7
Subaru,8800,sedan,203,2.5,Petrol,yes,2005,Legacy,full,14
Volkswagen,7500,sedan,280,1.8,Other,yes,2005,Passat B5,front,14
Volkswagen,9800,van,299,2.5,Diesel,yes,2002,T4 (Transporter) пасс.,full,17
Volkswagen,4800,hatch,90,1.9,Diesel,yes,1992,Golf III,front,27
Jaguar,19250,sedan,137,3,Petrol,yes,2009,XF,rear,10
Audi,3500,sedan,265,2,Diesel,yes,1986,100,front,33
Nissan,4800,sedan,300,2,Petrol,yes,1995,Maxima,front,24
Volkswagen,7400,van,380,2.5,Diesel,yes,2000,T4 (Transporter) пасс.,front,19
Opel,5650,sedan,285,1.6,Petrol,yes,2001,Astra G,front,18
Opel,5700,van,253,1.7,Diesel,yes,2003,Combo пасс.,front,16
Citroen,12500,van,120,1.6,Diesel,yes,2013,Berlingo пасс.,front,6
Citroen,4600,van,92,1.36,Petrol,yes,2010,Nemo груз.,front,9
Nissan,9000,crossover,365,3.3,Gas,yes,1999,Pathfinder,full,20
Daewoo,3599,sedan,137,1.3,Petrol,yes,2005,Sens,front,14
Mitsubishi,5900,sedan,142,1.6,Gas,yes,2005,Lancer,front,14
Volkswagen,17900,van,188,2.5,Diesel,yes,2008,Multivan,full,11
Peugeot,7700,sedan,190,2,Gas,yes,2007,407,front,12
Hyundai,7150,sedan,60,1.4,Petrol,yes,2010,Accent,front,9
Skoda,12900,sedan,91,1.8,Petrol,yes,2012,Octavia A5,front,7
Nissan,12500,hatch,7,1.2,Petrol,yes,2015,Micra,front,4
Toyota,21800,crossover,170,4,Gas,yes,2006,Land Cruiser Prado,full,13
Mercedes-Benz,30000,crossover,97,2.14,Diesel,yes,2011,ML 250,full,8
Mercedes-Benz,6500,sedan,215,55,Petrol,no,2001,S 55,rear,18
Opel,7950,sedan,180,2.2,Other,yes,2007,Vectra C,front,12
ZAZ,1050,sedan,130,NA,Gas,yes,2005,1102 Таврия,front,14
Volkswagen,10200,vagon,186,2,Diesel,yes,2005,Passat B6,front,14
Lexus,17800,sedan,150,3.5,Petrol,yes,2007,ES 350,front,12
Audi,1900,sedan,450,2.5,Diesel,no,1996,A6,front,23
Opel,4300,sedan,1,2,Gas,yes,1995,Omega,rear,24
Audi,4299,sedan,307,2.8,Gas,yes,1991,100,full,28
Ford,7000,van,163,1.8,Diesel,yes,2007,Transit Connect пасс.,front,12
Mercedes-Benz,85000,sedan,36,5.5,Petrol,yes,2014,CLS 63 AMG,rear,5
Renault,12000,sedan,81,2,Petrol,yes,2012,Fluence,front,7
Toyota,23500,sedan,75,2.5,Gas,yes,2011,Camry,front,8
Toyota,14400,sedan,80,2.4,Petrol,yes,2008,Camry,front,11
Mitsubishi,9200,sedan,115,2,Petrol,yes,2008,Lancer X,front,11
Mitsubishi,19000,crossover,47,2,Petrol,yes,2012,ASX,full,7
VAZ,2450,sedan,15,1.5,Petrol,yes,2005,2107,rear,14
Mercedes-Benz,5300,sedan,380,3,Diesel,yes,1995,E-Class,rear,24
Volkswagen,13700,van,222,2,Diesel,yes,2011,T5 (Transporter) груз,front,8
Smart,7300,other,165,0.8,Diesel,yes,2007,Fortwo,rear,12
Toyota,33333,vagon,73,4,Gas,yes,2009,FJ Cruiser,full,10
Volkswagen,4999,sedan,145,2,Petrol,yes,2000,Jetta,front,19
Volkswagen,4900,vagon,263,2,Diesel,no,2007,Passat B6,front,12
Lexus,16500,crossover,215,3,Petrol,yes,2006,RX 300,full,13
Nissan,10500,hatch,41,1.2,Petrol,yes,2013,Micra,front,6
Mazda,10900,crossover,96,2.3,Petrol,yes,2007,CX-7,full,12
Mercedes-Benz,2500,sedan,200,2.3,Gas,yes,1986,190,rear,33
Chevrolet,5800,sedan,170,1.6,Gas,yes,2005,Lacetti,front,14
UAZ,7800,crossover,390,2.7,Gas,yes,2007,Патриот,full,12
VAZ,1500,sedan,93,1.5,Other,yes,2004,2107,rear,15
Fiat,11300,other,40,1.2,Petrol,yes,2013,500,front,6
VAZ,1700,hatch,115,1.3,Petrol,yes,1990,2108,front,29
GAZ,15000,sedan,40,2.5,Petrol,yes,1963,21,rear,56
Volkswagen,13500,van,43,2,Diesel,yes,2014,T5 (Transporter) груз,front,5
Volkswagen,38000,crossover,189,3,Diesel,yes,2012,Touareg,full,7
Kia,22400,crossover,82,2.2,Diesel,yes,2013,Sorento,full,6
Ford,11000,van,100,2.2,Diesel,yes,2011,Transit пасс.,front,8
Volkswagen,12500,sedan,161,2,Petrol,yes,2006,Passat B6,front,13
Mercedes-Benz,0,crossover,0,3,Diesel,yes,2016,GL 350,full,3
Volkswagen,3300,vagon,430,1.8,Petrol,yes,1991,Passat B3,front,28
Volkswagen,1800,vagon,280,1.9,Diesel,yes,1996,Golf III,front,23
Opel,6300,sedan,128,1.6,Petrol,yes,2007,Astra G,front,12
BMW,9500,sedan,400,3.5,Gas,yes,1999,735,rear,20
Mercedes-Benz,29999,hatch,9,NA,Other,yes,2015,B-Class Electric Drive,front,4
Toyota,13500,crossover,126,4,Petrol,no,2011,Land Cruiser Prado,full,8
Mercedes-Benz,8500,van,630,2.9,Diesel,yes,1998,Sprinter 312 пасс.,front,21
BMW,14990,sedan,135,2.5,Petrol,yes,2005,525,full,14
Mitsubishi,9900,sedan,55,2,Other,yes,2008,Lancer X,front,11
Mercedes-Benz,30500,crossover,150,5.5,Petrol,yes,2002,G 500,full,17
Daewoo,4290,sedan,220,1.5,Gas,yes,2005,Lanos,front,14
BMW,0,crossover,15,4.39,Petrol,yes,2015,X5 M,full,4
Mercedes-Benz,0,crossover,0,3,Diesel,yes,2016,GLS 350,full,3
VAZ,3400,sedan,840,1.6,Petrol,yes,2007,2170,front,12
Mazda,0,vagon,267,1.7,Diesel,yes,1992,323,front,27
Mazda,5900,sedan,158,1.6,Petrol,yes,2004,3,front,15
Toyota,5800,sedan,200,2.2,Petrol,yes,1999,Camry,front,20
Opel,10000,other,211,1.9,Diesel,yes,2006,Vivaro пасс.,front,13
Land Rover,0,crossover,40,3,Other,yes,2013,Range Rover Sport,full,6
BMW,14000,crossover,164,3,Diesel,no,2006,X5,full,13
Citroen,10900,other,130,1.6,Diesel,yes,2010,Berlingo пасс.,front,9
Mercedes-Benz,22000,sedan,110,1.8,Petrol,yes,2011,C-Class,rear,8
Land Rover,0,crossover,18,4.4,Diesel,yes,2015,Range Rover,full,4
MINI,30381,hatch,0,1.5,Petrol,yes,2016,Cooper,front,3
Volkswagen,15200,sedan,185,1.4,Petrol,yes,2011,Golf VI,front,8
Mercedes-Benz,69500,crossover,84,3,Diesel,yes,2014,GL 350,full,5
Mercedes-Benz,3800,other,107,0.6,Petrol,yes,2000,Smart,rear,19
Volkswagen,6800,van,325,2.5,Diesel,yes,2001,T4 (Transporter) пасс.,front,18
VAZ,1400,hatch,150,1.5,Petrol,yes,1988,2109,front,31
Nissan,10500,hatch,53,1.2,Petrol,yes,2013,Micra,front,6
Mercedes-Benz,47000,sedan,0,1.6,Petrol,yes,2016,C-Class,rear,3
Mercedes-Benz,5500,sedan,250,2.7,Diesel,no,2003,E-Class,rear,16
Audi,1400,sedan,250,1.8,Petrol,no,1993,80,front,26
Mazda,22563.45,sedan,0,2,Petrol,yes,2016,6,front,3
BMW,67431,crossover,0,2,Diesel,yes,2016,X5,full,3
BMW,40755,sedan,0,2,Petrol,yes,2016,520,rear,3
BMW,37976.25,sedan,0,2,Petrol,yes,2016,520,rear,3
BMW,65393.25,crossover,0,2,Diesel,yes,2016,X5,full,3
Mercedes-Benz,2200,sedan,400,2,Petrol,yes,1988,190,rear,31
Rolls-Royce,0,sedan,22,6.75,Other,yes,2008,Phantom,rear,11
Volkswagen,12400,other,145,3.2,Petrol,yes,2007,Passat B6,full,12
Mercedes-Benz,0,crossover,27,3,Diesel,yes,2015,G 350,full,4
Ford,5300,van,500,2.4,Diesel,yes,2004,Transit пасс.,rear,15
Audi,52055.25,crossover,0,2,Diesel,yes,2016,Q5,full,3
Hyundai,7700,sedan,122,1.6,Gas,yes,2008,Accent,front,11
Mitsubishi,7200,sedan,178,1.6,Petrol,yes,2007,Lancer,front,12
Daewoo,2600,other,140,0.8,Petrol,yes,2002,Matiz,front,17
BMW,70000,sedan,16,3,Diesel,yes,2014,730,full,5
Toyota,97500,crossover,2,4.6,Petrol,yes,2016,Land Cruiser 200,full,3
Jaguar,29500,sedan,78,3,Petrol,yes,2013,XF,rear,6
Dodge,7300,sedan,110,2,Petrol,yes,2008,Avenger,front,11
Mercedes-Benz,27300,sedan,144,2.14,Diesel,yes,2011,E-Class,front,8
Mercedes-Benz,38900,crossover,65,4.5,Petrol,yes,2010,GL 450,full,9
Mitsubishi,10200,crossover,269,3.2,Diesel,yes,2002,Pajero Wagon,full,17
BMW,1900,sedan,200,1.8,Gas,no,1994,318,rear,25
Hyundai,8200,sedan,98,1.6,Gas,yes,2008,Elantra,front,11
Kia,11400,vagon,69,2,Petrol,yes,2011,Carens,front,8
Acura,8699,sedan,144,3.2,Gas,yes,2005,TL,front,14
Renault,7900,vagon,91,1.5,Diesel,yes,2008,Scenic,front,11
Renault,3300,van,345,1.9,Diesel,yes,2001,Kangoo груз.,front,18
Kia,8100,sedan,150,2,Gas,yes,2008,Magentis,front,11
Nissan,13500,crossover,88,2,Petrol,yes,2007,Qashqai,front,12
Volkswagen,10600,other,140,2,Other,yes,2007,Passat B6,front,12
VAZ,3300,sedan,107,1.6,Petrol,yes,2005,2110,front,14
Ford,4000,sedan,250,2.5,Gas,yes,1997,Mondeo,front,22
Audi,3000,sedan,265,1.8,Petrol,yes,1988,80,front,31
Geely,4100,sedan,108,1.5,Gas,yes,2011,CK-2,front,8
BMW,9500,sedan,217,2.2,Petrol,yes,2002,320,rear,17
Opel,1800,sedan,1,2,Gas,no,1999,Omega,rear,20
Opel,1850,sedan,270,2,Petrol,no,1999,Vectra B,front,20
Nissan,13000,crossover,160,2,Other,yes,2008,Qashqai,full,11
